                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    156,                 1.0659,                0.70101,                 0.9021,                 0.9093,                0.90499,                0.95882,                0.64914,                 1.1698,                0.65709,                0.90103,             0.00011885,             0.00011885,             0.00011885
                    157,                 1.0945,                0.70454,                0.89973,                0.94361,                0.90653,                0.96567,                 0.6499,                  1.165,                0.65645,                0.89874,             0.00011637,             0.00011637,             0.00011637
                    158,                 1.0502,                0.68405,                0.90216,                0.93635,                0.91592,                0.96577,                0.64855,                 1.1652,                0.65795,                0.89742,              0.0001139,              0.0001139,              0.0001139
                    159,                 1.0664,                0.69366,                0.90799,                0.93204,                0.92127,                0.96571,                 0.6511,                 1.1677,                0.65783,                0.89758,             0.00011142,             0.00011142,             0.00011142
                    160,                 1.0714,                0.70282,                0.89663,                0.92849,                0.91821,                0.96565,                0.65342,                 1.1684,                0.66069,                0.89849,             0.00010895,             0.00010895,             0.00010895
                    161,                 1.0672,                0.69948,                0.89982,                0.92429,                0.91228,                0.96486,                0.65104,                 1.1639,                0.66172,                0.89864,             0.00010647,             0.00010647,             0.00010647
                    162,                 1.1436,                0.75613,                0.91137,                0.92818,                0.91171,                0.96547,                0.64694,                 1.1607,                0.65962,                0.89912,               0.000104,               0.000104,               0.000104
                    163,                 1.0819,                0.70385,                0.89296,                0.93094,                0.90264,                0.96536,                0.65274,                 1.1608,                0.66227,                0.90033,             0.00010152,             0.00010152,             0.00010152
                    164,                 1.0927,                0.73265,                0.90442,                 0.9384,                0.89508,                0.96591,                0.65235,                 1.1612,                0.66123,                0.90082,              9.905e-05,              9.905e-05,              9.905e-05
                    165,                  1.031,                0.69148,                0.89155,                0.94018,                0.89512,                0.96587,                0.65713,                 1.1587,                0.65864,                0.89999,             9.6575e-05,             9.6575e-05,             9.6575e-05
                    166,                 1.0817,                0.71005,                0.89193,                0.94414,                0.89263,                0.96688,                0.65867,                 1.1598,                0.65852,                0.89921,               9.41e-05,               9.41e-05,               9.41e-05
                    167,                 1.0595,                0.69425,                0.89935,                0.94376,                0.89036,                0.96508,                0.65603,                 1.1613,                 0.6596,                0.89839,             9.1625e-05,             9.1625e-05,             9.1625e-05
                    168,                  1.061,                 0.6904,                0.88411,                0.90538,                0.91108,                0.96199,                0.65348,                 1.1631,                0.66064,                0.89748,              8.915e-05,              8.915e-05,              8.915e-05
                    169,                 1.0706,                0.70544,                 0.8995,                0.91024,                0.91355,                0.95942,                0.65281,                 1.1607,                0.65956,                0.89721,             8.6675e-05,             8.6675e-05,             8.6675e-05
                    170,                  1.056,                0.68777,                0.89649,                0.91576,                  0.915,                 0.9602,                 0.6498,                 1.1615,                0.65656,                0.89722,               8.42e-05,               8.42e-05,               8.42e-05
                    171,                 1.0661,                0.70489,                0.88591,                0.95017,                0.90186,                0.96479,                0.65178,                 1.1655,                 0.6552,                0.89786,             8.1725e-05,             8.1725e-05,             8.1725e-05
                    172,                 1.0403,                0.68106,                0.88476,                0.94682,                0.90517,                0.96462,                0.65011,                 1.1682,                0.65235,                0.89855,              7.925e-05,              7.925e-05,              7.925e-05
                    173,                 1.0571,                0.69232,                0.89834,                0.94308,                0.91083,                0.96552,                0.65147,                 1.1656,                 0.6511,                0.89917,             7.6775e-05,             7.6775e-05,             7.6775e-05
                    174,                 1.0668,                0.69311,                0.89553,                0.94067,                0.91314,                0.96616,                0.65326,                 1.1661,                 0.6492,                0.89885,               7.43e-05,               7.43e-05,               7.43e-05
                    175,                 1.0726,                 0.7096,                 0.8885,                0.93985,                0.91489,                0.96675,                0.65221,                 1.1679,                0.64824,                0.89938,             7.1825e-05,             7.1825e-05,             7.1825e-05
                    176,                 1.0716,                0.69266,                0.90394,                0.93737,                0.91456,                0.96674,                0.65492,                  1.169,                0.64823,                0.89992,              6.935e-05,              6.935e-05,              6.935e-05
                    177,                 1.0386,                0.68681,                0.89353,                0.93842,                0.90695,                0.96576,                0.65664,                 1.1683,                0.65093,                 0.9006,             6.6875e-05,             6.6875e-05,             6.6875e-05
                    178,                 1.0666,                0.69254,                0.89261,                 0.9406,                0.90497,                0.96548,                0.65539,                 1.1693,                0.65066,                0.90184,               6.44e-05,               6.44e-05,               6.44e-05
                    179,                 1.0316,                0.67219,                0.88698,                0.94389,                0.90276,                0.96511,                0.64977,                  1.172,                0.65477,                0.90276,             6.1925e-05,             6.1925e-05,             6.1925e-05
                    180,                 1.0737,                0.71752,                0.89784,                0.94489,                0.90087,                0.96519,                0.64504,                 1.1719,                0.65277,                0.90333,              5.945e-05,              5.945e-05,              5.945e-05
                    181,                  1.029,                0.67697,                0.89528,                0.94612,                0.89946,                0.96515,                 0.6461,                 1.1729,                0.65451,                0.90277,             5.6975e-05,             5.6975e-05,             5.6975e-05
                    182,                 1.0711,                0.69787,                0.89036,                0.94689,                0.89963,                 0.9656,                0.64934,                 1.1723,                0.65234,                0.90207,               5.45e-05,               5.45e-05,               5.45e-05
                    183,                 1.0501,                0.68712,                0.89591,                 0.9492,                0.89802,                0.96593,                0.65029,                 1.1704,                0.65301,                0.90139,             5.2025e-05,             5.2025e-05,             5.2025e-05
                    184,                 1.0493,                0.68636,                0.88828,                0.92298,                0.87872,                 0.9614,                0.64913,                 1.1681,                0.65357,                0.90129,              4.955e-05,              4.955e-05,              4.955e-05
                    185,                  1.075,                0.70244,                0.89692,                0.92053,                0.88069,                0.96095,                0.65083,                 1.1672,                0.65279,                0.90103,             4.7075e-05,             4.7075e-05,             4.7075e-05
                    186,                 1.0493,                0.68856,                0.89832,                0.89631,                0.88567,                0.95549,                0.64756,                 1.1677,                0.65343,                0.90097,               4.46e-05,               4.46e-05,               4.46e-05
                    187,                 1.0563,                0.68802,                0.89005,                0.89766,                0.91562,                 0.9553,                 0.6476,                  1.167,                0.65342,                0.90124,             4.2125e-05,             4.2125e-05,             4.2125e-05
                    188,                 1.0338,                 0.6802,                 0.8913,                0.89843,                0.91328,                0.95523,                0.64375,                 1.1672,                 0.6513,                0.90113,              3.965e-05,              3.965e-05,              3.965e-05
                    189,                 1.0558,                0.67806,                0.88668,                0.91208,                0.90999,                0.96041,                0.65233,                 1.1672,                0.65043,                0.90077,             3.7175e-05,             3.7175e-05,             3.7175e-05
                    190,                 1.0469,                 0.6721,                0.89086,                0.90288,                0.91214,                 0.9611,                0.65239,                 1.1664,                0.65072,                0.90064,               3.47e-05,               3.47e-05,               3.47e-05
                    191,                 1.0758,                0.79836,                0.90642,                0.95523,                0.89301,                0.96563,                0.65398,                 1.1671,                0.65374,                0.90136,             3.2225e-05,             3.2225e-05,             3.2225e-05
                    192,                 1.0826,                0.80225,                0.90457,                0.95412,                 0.8951,                0.96484,                0.65248,                 1.1682,                0.65718,                0.90161,              2.975e-05,              2.975e-05,              2.975e-05
                    193,                 1.0764,                0.77472,                0.91029,                0.95081,                0.89633,                0.96487,                0.65335,                 1.1683,                0.65854,                0.90097,             2.7275e-05,             2.7275e-05,             2.7275e-05
                    194,                 1.0581,                0.76366,                0.89089,                0.95154,                0.89752,                0.96338,                0.65286,                 1.1687,                0.65914,                 0.9007,               2.48e-05,               2.48e-05,               2.48e-05
                    195,                 1.0292,                0.72886,                0.88749,                0.95234,                0.89672,                0.96375,                0.65574,                 1.1702,                0.66065,                0.90072,             2.2325e-05,             2.2325e-05,             2.2325e-05
                    196,                 1.0744,                0.75922,                0.90126,                0.95225,                0.89365,                 0.9637,                0.65545,                  1.171,                0.66189,                 0.9011,              1.985e-05,              1.985e-05,              1.985e-05
                    197,                 1.0481,                0.74598,                0.89179,                0.95075,                0.89392,                0.96486,                0.65307,                 1.1704,                 0.6635,                 0.9013,             1.7375e-05,             1.7375e-05,             1.7375e-05
                    198,                 1.0682,                0.74395,                0.89509,                  0.944,                0.89565,                0.96342,                0.65269,                 1.1718,                0.66833,                0.90205,               1.49e-05,               1.49e-05,               1.49e-05
                    199,                 1.0795,                 0.7603,                0.89451,                0.94563,                0.89401,                0.96254,                  0.649,                  1.173,                0.67122,                0.90204,             1.2425e-05,             1.2425e-05,             1.2425e-05
                    200,                 1.0562,                0.73739,                0.89131,                0.94408,                0.89477,                0.96183,                0.64919,                 1.1743,                0.67277,                0.90229,               9.95e-06,               9.95e-06,               9.95e-06
