                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 1.4445,                 1.2478,                0.98208,                0.62885,                0.59072,                0.65901,                0.42964,                 1.3655,                 1.2895,                0.95714,              0.0004109,              0.0004109,              0.0004109
                     39,                 1.4569,                 1.2298,                0.97939,                0.66806,                0.53263,                0.66946,                 0.4339,                 1.3593,                 1.2377,                0.95854,             0.00040842,             0.00040842,             0.00040842
                     40,                 1.4365,                 1.2028,                0.97574,                0.75348,                0.53367,                0.68221,                0.44576,                 1.3682,                 1.2016,                0.96066,             0.00040595,             0.00040595,             0.00040595
                     41,                 1.4386,                  1.208,                0.98535,                0.76469,                0.53133,                0.68832,                0.44854,                 1.3594,                 1.1813,                0.95758,             0.00040347,             0.00040347,             0.00040347
                     42,                 1.4334,                 1.1842,                0.98691,                  0.722,                0.58596,                0.70545,                0.46074,                 1.3517,                 1.1485,                0.95262,               0.000401,               0.000401,               0.000401
                     43,                 1.3644,                 1.1021,                0.96529,                 0.7898,                0.61202,                0.72807,                0.48321,                 1.3505,                 1.1297,                0.95455,             0.00039853,             0.00039853,             0.00039853
                     44,                 1.4593,                 1.1656,                0.98138,                0.80828,                0.63046,                0.73955,                0.49145,                 1.3343,                 1.1213,                0.94941,             0.00039605,             0.00039605,             0.00039605
                     45,                 1.4028,                 1.1313,                0.96572,                0.82294,                0.60274,                0.75103,                0.49745,                 1.3105,                 1.0966,                0.94408,             0.00039358,             0.00039358,             0.00039358
                     46,                 1.4272,                 1.1269,                0.96311,                0.85274,                0.59277,                0.75937,                0.49512,                 1.3171,                 1.0955,                0.94271,              0.0003911,              0.0003911,              0.0003911
                     47,                  1.379,                 1.0955,                0.95947,                0.85638,                0.60266,                0.77245,                0.51338,                 1.3054,                 1.1036,                0.93904,             0.00038863,             0.00038863,             0.00038863
                     48,                 1.4043,                 1.1028,                0.96503,                0.86246,                0.63666,                0.79772,                0.52758,                 1.2908,                 1.0928,                0.93587,             0.00038615,             0.00038615,             0.00038615
                     49,                 1.3379,                 1.0661,                0.95997,                0.89249,                0.62323,                0.79798,                 0.5252,                 1.2895,                 1.0665,                0.93414,             0.00038367,             0.00038367,             0.00038367
                     50,                 1.3522,                 1.0329,                0.95471,                0.85285,                0.64619,                0.79987,                0.52538,                 1.2902,                 1.0639,                0.93234,              0.0003812,              0.0003812,              0.0003812
                     51,                 1.3637,                 1.0798,                0.96284,                0.85112,                0.64486,                0.80472,                0.52546,                 1.2854,                 1.0816,                0.92921,             0.00037873,             0.00037873,             0.00037873
                     52,                  1.351,                 1.0261,                0.96339,                0.85948,                0.64762,                0.80649,                0.52713,                 1.2803,                 1.0941,                0.93021,             0.00037625,             0.00037625,             0.00037625
                     53,                 1.3015,                0.99416,                 0.9582,                 0.8592,                0.64701,                0.79771,                0.52765,                 1.2897,                 1.0962,                0.93491,             0.00037378,             0.00037378,             0.00037378
                     54,                 1.3457,                 1.0178,                0.97152,                 0.8694,                0.65062,                0.79793,                0.53078,                 1.2865,                 1.0935,                0.93844,              0.0003713,              0.0003713,              0.0003713
                     55,                 1.3599,                  1.057,                0.96963,                0.85807,                0.66523,                0.80902,                0.54178,                 1.2876,                  1.078,                0.94029,             0.00036883,             0.00036883,             0.00036883
                     56,                 1.3157,                0.97933,                0.96001,                0.86934,                0.68703,                0.81684,                 0.5491,                 1.2848,                 1.0682,                0.93487,             0.00036635,             0.00036635,             0.00036635
                     57,                 1.3621,                 1.0098,                0.97992,                0.85752,                 0.7035,                 0.8246,                0.54777,                 1.2971,                 1.0726,                0.93407,             0.00036387,             0.00036387,             0.00036387
                     58,                 1.3438,                 1.0051,                0.96676,                0.84038,                 0.7175,                 0.8363,                0.54451,                 1.3294,                 1.0831,                0.93809,              0.0003614,              0.0003614,              0.0003614
                     59,                 1.3411,                0.97521,                0.95806,                0.87414,                0.71547,                0.84014,                0.55069,                 1.3152,                 1.0816,                0.93719,             0.00035893,             0.00035893,             0.00035893
                     60,                 1.3521,                0.99672,                0.95351,                0.86744,                0.73077,                0.84191,                0.55812,                 1.2694,                  1.051,                0.92795,             0.00035645,             0.00035645,             0.00035645
                     61,                 1.3096,                0.95683,                0.94756,                0.88945,                0.70504,                0.83651,                 0.5611,                 1.2677,                 1.0152,                 0.9269,             0.00035398,             0.00035398,             0.00035398
                     62,                 1.3509,                 0.9804,                0.95712,                0.77804,                0.70794,                0.83447,                0.55658,                 1.2798,                0.99099,                0.92899,              0.0003515,              0.0003515,              0.0003515
                     63,                 1.2819,                0.96026,                0.93617,                0.78696,                0.69298,                0.83788,                0.56985,                 1.2657,                0.97595,                0.92748,             0.00034903,             0.00034903,             0.00034903
                     64,                 1.2966,                0.94581,                0.94226,                0.78346,                0.69447,                 0.8336,                0.57442,                 1.2597,                0.96494,                 0.9285,             0.00034655,             0.00034655,             0.00034655
                     65,                 1.2977,                0.95465,                0.95833,                0.76639,                0.73407,                0.83767,                0.57207,                 1.2688,                0.95247,                0.92879,             0.00034408,             0.00034408,             0.00034408
                     66,                 1.3344,                0.94974,                0.95455,                0.77496,                0.74527,                0.84557,                0.58119,                 1.2566,                0.93388,                0.92613,              0.0003416,              0.0003416,              0.0003416
                     67,                 1.2725,                0.89707,                0.93558,                0.88743,                0.74045,                0.85077,                0.57656,                 1.2513,                0.91577,                0.92297,             0.00033913,             0.00033913,             0.00033913
                     68,                  1.258,                0.90661,                0.93269,                0.91054,                0.72864,                0.85465,                0.57938,                 1.2566,                0.89947,                0.92335,             0.00033665,             0.00033665,             0.00033665
                     69,                 1.2759,                0.90628,                0.95009,                0.91414,                0.74156,                0.85488,                0.57979,                 1.2476,                0.88831,                0.91942,             0.00033418,             0.00033418,             0.00033418
                     70,                 1.2352,                0.88855,                 0.9312,                0.92227,                 0.7352,                0.86133,                0.58553,                 1.2409,                0.88156,                0.91647,              0.0003317,              0.0003317,              0.0003317
                     71,                 1.2122,                 0.8445,                0.93069,                0.88722,                0.74992,                0.85808,                 0.5829,                 1.2385,                0.87622,                0.91563,             0.00032922,             0.00032922,             0.00032922
                     72,                 1.2391,                0.86437,                0.94349,                 0.8779,                0.75719,                 0.8631,                0.58337,                 1.2356,                0.87738,                0.91621,             0.00032675,             0.00032675,             0.00032675
                     73,                 1.2357,                0.89112,                0.93608,                0.88422,                0.75977,                0.86313,                0.57847,                 1.2419,                0.87861,                 0.9163,             0.00032428,             0.00032428,             0.00032428
                     74,                 1.2603,                0.88423,                0.93304,                0.89557,                0.76177,                0.86707,                0.57924,                 1.2453,                0.88119,                0.91959,              0.0003218,              0.0003218,              0.0003218
                     75,                 1.2229,                 0.8682,                0.92141,                 0.7839,                0.76738,                0.86931,                0.57278,                 1.2497,                0.87975,                0.91954,             0.00031933,             0.00031933,             0.00031933
                     76,                 1.2325,                0.89858,                0.93815,                0.78053,                0.76532,                0.86837,                0.57726,                 1.2382,                0.87356,                0.91554,             0.00031685,             0.00031685,             0.00031685
                     77,                 1.2321,                0.87833,                0.93112,                0.89363,                0.75319,                0.86873,                0.58319,                 1.2246,                 0.8624,                0.91363,             0.00031438,             0.00031438,             0.00031438
                     78,                 1.2492,                0.86834,                0.94124,                 0.8915,                0.74771,                0.86634,                0.58735,                 1.2127,                0.84141,                0.91137,              0.0003119,              0.0003119,              0.0003119
                     79,                 1.2689,                 0.8692,                0.94744,                0.73078,                0.81547,                0.86575,                0.58589,                 1.2162,                 0.8279,                0.91287,             0.00030942,             0.00030942,             0.00030942
                     80,                 1.2481,                0.86047,                0.92854,                0.74024,                0.81373,                0.87038,                0.58158,                 1.2252,                0.82101,                0.91548,             0.00030695,             0.00030695,             0.00030695
                     81,                 1.2542,                0.85962,                0.93357,                0.74798,                0.78995,                0.88029,                0.59915,                 1.2096,                0.80327,                0.91373,             0.00030448,             0.00030448,             0.00030448
                     82,                 1.2281,                0.86821,                0.92903,                0.89689,                0.76912,                0.88823,                0.60867,                 1.1983,                0.79647,                0.90945,               0.000302,               0.000302,               0.000302
                     83,                 1.2189,                0.82906,                 0.9309,                0.89278,                0.77062,                 0.8845,                0.60502,                 1.2051,                0.80158,                0.91036,             0.00029952,             0.00029952,             0.00029952
                     84,                 1.2345,                0.85574,                0.93211,                0.90197,                0.76637,                0.88961,                0.61134,                 1.2072,                0.81531,                0.91067,             0.00029705,             0.00029705,             0.00029705
                     85,                 1.2065,                0.83021,                0.93066,                0.78926,                0.76653,                0.89386,                0.60775,                 1.2034,                 0.8235,                0.91014,             0.00029457,             0.00029457,             0.00029457
                     86,                 1.2123,                0.82818,                0.92545,                0.78023,                0.76707,                 0.8991,                0.61557,                 1.2026,                0.82847,                0.90899,              0.0002921,              0.0002921,              0.0002921
                     87,                 1.2483,                0.86357,                0.93847,                0.73034,                0.81523,                0.89739,                0.60819,                 1.2075,                0.82277,                 0.9089,             0.00028962,             0.00028962,             0.00028962
                     88,                 1.2373,                0.84105,                0.92838,                0.76905,                0.86767,                0.89567,                0.60307,                 1.2056,                0.81331,                0.90718,             0.00028715,             0.00028715,             0.00028715
                     89,                 1.2007,                0.83342,                0.92078,                0.77594,                0.88892,                0.89987,                0.60224,                  1.204,                0.79351,                0.90654,             0.00028467,             0.00028467,             0.00028467
                     90,                 1.2484,                 0.8449,                0.93191,                0.78101,                0.88835,                0.89885,                0.60222,                 1.2156,                0.77666,                0.90864,              0.0002822,              0.0002822,              0.0002822
                     91,                 1.2627,                0.88225,                0.94386,                0.77436,                0.87323,                0.89843,                 0.6049,                 1.2086,                0.76001,                0.90715,             0.00027972,             0.00027972,             0.00027972
                     92,                 1.1948,                0.82295,                0.92288,                 0.8057,                0.82321,                0.90037,                0.61179,                 1.1963,                0.75187,                0.90617,             0.00027725,             0.00027725,             0.00027725
                     93,                 1.1777,                0.81787,                 0.9211,                0.80759,                0.83159,                0.90335,                0.61699,                 1.1847,                0.74969,                0.90561,             0.00027477,             0.00027477,             0.00027477
                     94,                 1.2138,                 0.8295,                0.92638,                0.79377,                0.83634,                0.90645,                 0.6143,                 1.1833,                0.75192,                0.90584,              0.0002723,              0.0002723,              0.0002723
                     95,                 1.1803,                0.79976,                0.92621,                0.79412,                0.83913,                0.91685,                0.62373,                 1.1758,                0.74901,                0.90339,             0.00026983,             0.00026983,             0.00026983
                     96,                 1.1972,                0.84925,                  0.923,                0.79405,                0.84264,                0.91708,                0.61668,                 1.1747,                0.75422,                0.90268,             0.00026735,             0.00026735,             0.00026735
                     97,                 1.1787,                0.82447,                0.93982,                0.78422,                0.87086,                0.91754,                0.61422,                 1.1821,                0.75377,                0.90182,             0.00026488,             0.00026488,             0.00026488
                     98,                 1.2159,                0.82138,                0.93553,                0.79782,                0.91129,                0.90673,                0.61295,                 1.1892,                0.75799,                0.90284,              0.0002624,              0.0002624,              0.0002624
                     99,                 1.2195,                0.81947,                0.93313,                0.78939,                0.91968,                0.90659,                 0.6048,                 1.1919,                0.76111,                 0.9035,             0.00025993,             0.00025993,             0.00025993
                    100,                 1.1791,                0.78592,                0.92483,                0.80551,                0.90893,                0.90869,                0.60857,                  1.194,                0.76062,                0.90439,             0.00025745,             0.00025745,             0.00025745
                    101,                  1.202,                 0.8141,                0.92301,                0.81328,                0.89997,                0.90582,                0.60531,                 1.1899,                0.75195,                0.90462,             0.00025498,             0.00025498,             0.00025498
                    102,                 1.1883,                0.80028,                0.92104,                0.82141,                0.89008,                0.91025,                0.61017,                 1.1855,                0.74283,                0.90598,              0.0002525,              0.0002525,              0.0002525
                    103,                 1.1971,                0.80103,                0.93434,                0.84402,                0.89727,                0.91434,                0.61429,                 1.1805,                0.73491,                 0.9046,             0.00025003,             0.00025003,             0.00025003
                    104,                  1.155,                0.77795,                0.92027,                0.84256,                0.89888,                 0.9185,                0.62045,                 1.1737,                 0.7289,                0.90342,             0.00024755,             0.00024755,             0.00024755
                    105,                 1.1877,                0.78889,                0.91886,                0.85283,                0.90978,                0.93621,                0.62775,                 1.1666,                0.72072,                 0.9028,             0.00024507,             0.00024507,             0.00024507
                    106,                 1.1858,                0.79544,                0.92642,                0.85259,                0.91135,                0.93667,                0.63526,                 1.1626,                0.71944,                0.90066,              0.0002426,              0.0002426,              0.0002426
                    107,                 1.1628,                0.76424,                 0.9267,                 0.8527,                0.91379,                0.93641,                0.64478,                 1.1646,                0.71454,                0.89985,             0.00024013,             0.00024013,             0.00024013
                    108,                 1.1433,                0.78573,                0.90887,                0.87276,                0.88282,                0.93669,                0.63479,                 1.1634,                0.71441,                0.89935,             0.00023765,             0.00023765,             0.00023765
                    109,                 1.1634,                0.77002,                0.91904,                0.87855,                0.87935,                0.92988,                0.63503,                 1.1616,                0.72158,                0.89948,             0.00023518,             0.00023518,             0.00023518
                    110,                 1.1558,                0.77579,                0.91994,                0.86173,                0.88987,                0.92848,                0.63424,                 1.1646,                0.72606,                0.90067,              0.0002327,              0.0002327,              0.0002327
                    111,                  1.146,                 0.7635,                0.91269,                0.87084,                0.88303,                0.92714,                0.63117,                  1.171,                0.72946,                 0.9018,             0.00023022,             0.00023022,             0.00023022
                    112,                 1.1703,                0.78104,                 0.9088,                0.87602,                0.88219,                0.93154,                0.63124,                 1.1802,                0.72672,                0.90369,             0.00022775,             0.00022775,             0.00022775
                    113,                 1.1446,                0.76529,                0.90867,                0.83386,                  0.905,                0.93117,                0.62964,                   1.19,                0.72534,                 0.9069,             0.00022527,             0.00022527,             0.00022527
                    114,                 1.1166,                0.75066,                0.91915,                0.86581,                0.88852,                0.93848,                0.63706,                 1.1904,                0.72185,                0.90784,              0.0002228,              0.0002228,              0.0002228
                    115,                 1.1879,                0.79207,                0.92046,                0.84202,                0.88686,                0.93714,                0.63365,                 1.1842,                0.72126,                0.90699,             0.00022033,             0.00022033,             0.00022033
                    116,                 1.1238,                 0.7578,                0.90948,                0.83045,                0.91678,                0.94088,                0.63174,                 1.1844,                0.72099,                0.90701,             0.00021785,             0.00021785,             0.00021785
                    117,                 1.1419,                0.79319,                0.91337,                0.83804,                0.92071,                0.94306,                0.63739,                 1.1861,                0.72033,                0.90571,             0.00021538,             0.00021538,             0.00021538
                    118,                 1.1403,                0.76704,                0.90608,                0.83753,                0.90815,                 0.9432,                0.64334,                 1.1869,                0.71712,                0.90258,              0.0002129,              0.0002129,              0.0002129
                    119,                 1.1465,                0.74734,                0.92479,                0.89511,                0.87741,                0.94662,                0.64479,                 1.1906,                0.71151,                0.90291,             0.00021043,             0.00021043,             0.00021043
                    120,                 1.1487,                0.76391,                 0.9135,                0.86095,                0.89099,                0.94245,                0.63701,                 1.1915,                0.70347,                 0.9044,             0.00020795,             0.00020795,             0.00020795
                    121,                 1.1121,                0.73575,                0.91471,                 0.8732,                0.89174,                0.94093,                0.63434,                 1.1881,                0.70066,                0.90313,             0.00020548,             0.00020548,             0.00020548
                    122,                 1.1469,                0.76665,                0.90902,                0.87169,                0.90365,                0.94724,                  0.643,                 1.1802,                0.69976,                0.90302,               0.000203,               0.000203,               0.000203
                    123,                 1.1545,                 0.7609,                0.91333,                0.89305,                0.90088,                0.94523,                0.63413,                  1.177,                0.70279,                0.90447,             0.00020053,             0.00020053,             0.00020053
                    124,                 1.1214,                0.74894,                0.90348,                0.88759,                0.89409,                0.94594,                0.64298,                 1.1745,                0.70539,                0.90547,             0.00019805,             0.00019805,             0.00019805
                    125,                 1.1146,                0.73833,                 0.9212,                0.86366,                0.91675,                0.95691,                0.65541,                 1.1751,                0.70553,                0.90391,             0.00019557,             0.00019557,             0.00019557
                    126,                  1.129,                0.74417,                0.90355,                0.87083,                0.91556,                0.95727,                0.64888,                 1.1716,                0.70247,                0.90291,              0.0001931,              0.0001931,              0.0001931
                    127,                 1.1093,                0.75003,                0.91095,                0.87864,                 0.9148,                 0.9572,                0.65473,                  1.169,                0.69518,                0.90142,             0.00019062,             0.00019062,             0.00019062
                    128,                 1.0945,                0.72038,                0.90095,                0.89743,                0.90422,                0.95788,                0.65622,                 1.1685,                0.69074,                0.90087,             0.00018815,             0.00018815,             0.00018815
                    129,                 1.1051,                0.74657,                0.88956,                0.92542,                0.85788,                0.95401,                  0.655,                 1.1704,                 0.6939,                0.90174,             0.00018568,             0.00018568,             0.00018568
                    130,                 1.0879,                0.71798,                0.89962,                0.93753,                0.84719,                0.95343,                0.64578,                 1.1754,                0.69696,                0.90383,              0.0001832,              0.0001832,              0.0001832
                    131,                 1.1006,                0.71807,                0.91601,                0.94386,                0.84868,                0.95462,                0.65205,                 1.1737,                0.69726,                 0.9028,             0.00018072,             0.00018072,             0.00018072
                    132,                 1.1556,                0.75876,                0.90763,                0.93389,                0.84232,                0.95103,                0.65267,                 1.1743,                0.69269,                0.90386,             0.00017825,             0.00017825,             0.00017825
                    133,                 1.0871,                0.71753,                0.90643,                0.91258,                0.88779,                0.95606,                0.64815,                 1.1725,                0.69426,                0.90484,             0.00017578,             0.00017578,             0.00017578
                    134,                 1.1358,                0.76119,                0.90587,                0.92058,                0.85801,                0.94759,                0.64108,                 1.1781,                0.69204,                0.90764,              0.0001733,              0.0001733,              0.0001733
                    135,                  1.138,                0.76649,                0.91653,                0.89584,                0.87439,                0.94635,                0.63844,                 1.1785,                0.69104,                0.90708,             0.00017082,             0.00017082,             0.00017082
                    136,                 1.1374,                0.74394,                0.91691,                 0.8946,                0.87526,                0.94539,                0.63876,                 1.1774,                0.69254,                0.90535,             0.00016835,             0.00016835,             0.00016835
                    137,                 1.1107,                0.72771,                0.90456,                0.91687,                0.85538,                0.94473,                0.64232,                 1.1781,                0.69383,                0.90502,             0.00016588,             0.00016588,             0.00016588
                    138,                 1.0862,                 0.7182,                0.89587,                0.92389,                0.85945,                0.95061,                0.64841,                 1.1732,                0.68956,                0.90459,              0.0001634,              0.0001634,              0.0001634
                    139,                 1.1096,                0.73207,                0.90626,                0.92016,                0.86414,                 0.9508,                 0.6479,                 1.1746,                0.68749,                0.90434,             0.00016092,             0.00016092,             0.00016092
                    140,                 1.1242,                0.74418,                0.90349,                0.91046,                0.86801,                 0.9528,                 0.6473,                 1.1815,                0.68853,                0.90675,             0.00015845,             0.00015845,             0.00015845
                    141,                 1.1205,                0.72353,                0.90479,                 0.8689,                0.91302,                0.95279,                 0.6449,                  1.192,                0.68725,                0.90894,             0.00015598,             0.00015598,             0.00015598
                    142,                 1.1278,                0.74053,                0.91408,                 0.8726,                0.90985,                0.95102,                0.63772,                 1.1951,                 0.6885,                0.90833,              0.0001535,              0.0001535,              0.0001535
                    143,                 1.1171,                 0.7204,                0.90001,                0.87394,                0.90479,                0.95061,                0.63952,                 1.1905,                0.68171,                0.90512,             0.00015103,             0.00015103,             0.00015103
                    144,                 1.0834,                0.71734,                0.90321,                0.91176,                0.90648,                0.95785,                0.64665,                 1.1895,                0.67893,                0.90315,             0.00014855,             0.00014855,             0.00014855
                    145,                 1.0799,                0.70461,                0.89374,                0.92209,                0.90361,                0.95702,                0.64517,                  1.186,                0.67565,                0.90188,             0.00014608,             0.00014608,             0.00014608
                    146,                 1.1118,                0.72892,                0.89898,                0.93716,                0.90125,                0.95514,                0.65063,                 1.1782,                0.67662,                0.90113,              0.0001436,              0.0001436,              0.0001436
                    147,                 1.0512,                0.70639,                0.89792,                0.94833,                0.90135,                0.95653,                0.65429,                 1.1727,                0.67884,                0.90069,             0.00014113,             0.00014113,             0.00014113
                    148,                 1.0989,                0.72397,                0.90487,                0.95082,                0.90184,                0.95742,                0.65324,                 1.1691,                0.68053,                0.90009,             0.00013865,             0.00013865,             0.00013865
                    149,                 1.0994,                0.72316,                0.89824,                0.95039,                0.89945,                0.95733,                0.65308,                  1.168,                0.68076,                0.89921,             0.00013618,             0.00013618,             0.00013618
                    150,                 1.1345,                0.73745,                0.90236,                0.95274,                0.89968,                 0.9603,                0.65485,                  1.163,                0.67762,                0.89776,              0.0001337,              0.0001337,              0.0001337
                    151,                   1.06,                0.69968,                0.88661,                0.95281,                0.89305,                0.96043,                0.65839,                 1.1565,                0.67109,                0.89659,             0.00013123,             0.00013123,             0.00013123
                    152,                 1.0742,                0.71341,                0.91072,                0.95126,                0.89085,                0.96295,                0.65795,                 1.1597,                0.66579,                0.89675,             0.00012875,             0.00012875,             0.00012875
                    153,                 1.0841,                0.71419,                0.90012,                0.91085,                0.91048,                0.95752,                0.65423,                 1.1628,                0.66123,                0.89768,             0.00012627,             0.00012627,             0.00012627
                    154,                 1.0736,                  0.704,                0.89758,                0.91437,                0.90401,                0.95819,                0.64708,                 1.1667,                0.66025,                0.89998,              0.0001238,              0.0001238,              0.0001238
                    155,                 1.0649,                0.68651,                0.89437,                0.91162,                0.90608,                0.95853,                0.64443,                 1.1715,                0.66187,                0.90183,             0.00012133,             0.00012133,             0.00012133
