                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.5029,                 1.4964,                0.99338,                0.67668,                0.42517,                0.54836,                0.35919,                  1.395,                 1.4184,                0.96236,              0.0001535,              0.0001535,              0.0001535
                     38,                 1.4817,                 1.4652,                 0.9884,                0.69774,                0.42874,                0.55514,                0.36662,                 1.3857,                 1.4009,                0.96147,              0.0001436,              0.0001436,              0.0001436
                     39,                 1.5169,                 1.4312,                0.98726,                0.74527,                 0.4126,                 0.5702,                0.37612,                 1.3766,                 1.3785,                 0.9576,              0.0001337,              0.0001337,              0.0001337
                     40,                 1.4949,                 1.4132,                0.98025,                0.77715,                0.40753,                0.58015,                0.38113,                 1.3756,                 1.3574,                0.95787,              0.0001238,              0.0001238,              0.0001238
                     41,                 1.4669,                 1.5666,                 1.0034,                0.77107,                0.41327,                0.58194,                0.38024,                 1.3758,                 1.3016,                0.95727,              0.0001139,              0.0001139,              0.0001139
                     42,                 1.4801,                 1.5586,                 1.0048,                0.75322,                0.42765,                0.58418,                0.37768,                  1.382,                 1.2665,                0.95876,               0.000104,               0.000104,               0.000104
                     43,                 1.4932,                 1.5174,                0.99182,                0.75338,                0.43458,                0.59083,                0.38251,                 1.3856,                  1.241,                0.96119,               9.41e-05,               9.41e-05,               9.41e-05
                     44,                 1.4821,                 1.4302,                 1.0017,                0.79861,                0.41636,                 0.5949,                0.38829,                 1.3905,                 1.2311,                 0.9622,               8.42e-05,               8.42e-05,               8.42e-05
                     45,                  1.504,                 1.5081,                0.98089,                  0.646,                0.44676,                0.59984,                0.39229,                  1.398,                 1.2236,                0.96509,               7.43e-05,               7.43e-05,               7.43e-05
                     46,                 1.4884,                 1.3717,                 1.0061,                0.66707,                0.44328,                0.60562,                0.39575,                 1.4009,                 1.2183,                0.96516,               6.44e-05,               6.44e-05,               6.44e-05
                     47,                 1.4304,                 1.3163,                0.98319,                0.68216,                 0.4432,                0.60905,                 0.3984,                 1.3978,                 1.2136,                0.96471,               5.45e-05,               5.45e-05,               5.45e-05
                     48,                 1.4764,                 1.3607,                0.98074,                0.68709,                0.44386,                0.61274,                0.40189,                  1.394,                 1.2056,                0.96263,               4.46e-05,               4.46e-05,               4.46e-05
                     49,                 1.4589,                 1.3134,                0.99354,                0.48142,                 0.5839,                0.61671,                0.40381,                 1.3897,                  1.195,                0.96131,               3.47e-05,               3.47e-05,               3.47e-05
                     50,                 1.4671,                 1.3555,                0.99573,                0.49116,                0.59119,                0.61683,                0.40587,                 1.3803,                 1.1812,                0.95958,               2.48e-05,               2.48e-05,               2.48e-05
