                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 1.4128,                 1.2256,                 1.2004,                 0.6489,                0.62175,                0.66229,                0.41642,                 1.6751,                 1.2107,                 1.2843,              0.0003218,              0.0003218,              0.0003218
                     39,                 1.4068,                 1.1901,                 1.1932,                0.62446,                0.62333,                0.63099,                0.38887,                 1.6925,                 1.2056,                 1.3096,             0.00031685,             0.00031685,             0.00031685
                     40,                 1.3826,                 1.2195,                 1.1977,                0.65418,                0.58196,                 0.6179,                0.38703,                 1.7051,                 1.2584,                 1.2977,              0.0003119,              0.0003119,              0.0003119
                     41,                 1.3664,                 1.1955,                 1.1852,                 0.7059,                0.55376,                0.63358,                 0.3974,                 1.6941,                 1.2312,                 1.3009,             0.00030695,             0.00030695,             0.00030695
                     42,                  1.356,                 1.1882,                 1.1834,                0.69127,                0.63852,                0.65996,                0.40848,                 1.6903,                 1.2075,                 1.3009,               0.000302,               0.000302,               0.000302
                     43,                  1.368,                 1.1967,                 1.2116,                0.67459,                0.65026,                0.65824,                 0.4107,                 1.6897,                 1.2185,                 1.2956,             0.00029705,             0.00029705,             0.00029705
                     44,                 1.3642,                 1.1368,                 1.1711,                0.62852,                0.64627,                0.63266,                0.40025,                 1.7119,                 1.2664,                  1.311,              0.0002921,              0.0002921,              0.0002921
                     45,                 1.3445,                 1.1414,                 1.1673,                0.64897,                 0.6691,                0.67325,                0.42704,                  1.692,                 1.2095,                 1.2913,             0.00028715,             0.00028715,             0.00028715
                     46,                 1.3533,                 1.1502,                 1.1895,                0.67511,                 0.6763,                0.65726,                0.40877,                 1.6883,                 1.1575,                 1.2902,              0.0002822,              0.0002822,              0.0002822
                     47,                 1.3694,                 1.1261,                 1.1693,                0.67716,                0.69251,                0.66978,                0.41808,                 1.6902,                 1.1601,                 1.3004,             0.00027725,             0.00027725,             0.00027725
                     48,                 1.3115,                  1.103,                 1.1531,                0.61467,                0.62979,                0.64186,                0.40564,                 1.6978,                 1.2203,                 1.2983,              0.0002723,              0.0002723,              0.0002723
                     49,                 1.3174,                 1.0761,                 1.1728,                0.61148,                0.67841,                0.63671,                0.40103,                 1.6614,                  1.163,                 1.2744,             0.00026735,             0.00026735,             0.00026735
                     50,                  1.339,                 1.0897,                 1.1788,                0.68182,                0.64199,                0.65492,                0.40983,                 1.6833,                 1.1954,                 1.2879,              0.0002624,              0.0002624,              0.0002624
                     51,                 1.3235,                 1.0734,                 1.1709,                0.71792,                0.60845,                0.67731,                  0.427,                 1.6849,                 1.1605,                 1.2923,             0.00025745,             0.00025745,             0.00025745
                     52,                 1.3358,                 1.0935,                 1.1848,                0.63811,                 0.6531,                0.66322,                0.41623,                 1.7017,                 1.1632,                 1.3046,              0.0002525,              0.0002525,              0.0002525
                     53,                 1.3118,                 1.0556,                 1.1716,                0.69144,                0.62017,                0.67377,                0.42036,                  1.687,                 1.1576,                 1.2967,             0.00024755,             0.00024755,             0.00024755
                     54,                 1.3658,                 1.0738,                 1.1797,                0.66966,                0.63394,                0.66555,                0.41938,                 1.6851,                 1.1693,                 1.2966,              0.0002426,              0.0002426,              0.0002426
                     55,                 1.3381,                 1.0459,                 1.1499,                0.64021,                0.64436,                0.67318,                0.42011,                 1.7001,                 1.1894,                 1.2985,             0.00023765,             0.00023765,             0.00023765
                     56,                 1.3144,                 1.0349,                 1.1583,                0.63519,                0.62685,                0.65569,                0.40637,                 1.6685,                 1.1826,                 1.2822,              0.0002327,              0.0002327,              0.0002327
                     57,                 1.2916,                0.99929,                 1.1437,                0.62623,                0.66571,                0.65707,                0.41181,                 1.6928,                 1.1653,                 1.2917,             0.00022775,             0.00022775,             0.00022775
                     58,                 1.3288,                 1.0443,                  1.152,                0.63242,                0.67008,                0.67446,                0.42977,                 1.6718,                 1.1619,                 1.2897,              0.0002228,              0.0002228,              0.0002228
                     59,                  1.287,                 1.0378,                 1.1776,                0.64168,                0.66096,                 0.6887,                0.44695,                 1.6725,                 1.1229,                 1.2813,             0.00021785,             0.00021785,             0.00021785
                     60,                 1.2901,                 1.0199,                 1.1497,                0.74661,                0.61375,                0.67563,                0.42956,                 1.7001,                 1.1797,                  1.299,              0.0002129,              0.0002129,              0.0002129
                     61,                 1.2873,                 1.0232,                 1.1475,                0.66219,                0.70195,                0.66326,                0.41374,                 1.7101,                 1.1791,                 1.3148,             0.00020795,             0.00020795,             0.00020795
                     62,                  1.272,                  1.021,                 1.1503,                0.71133,                0.64225,                0.65976,                0.40675,                 1.7004,                  1.169,                 1.3045,               0.000203,               0.000203,               0.000203
                     63,                 1.2887,                0.99213,                 1.1442,                0.63891,                0.68026,                0.67596,                0.42286,                 1.7096,                  1.129,                 1.3061,             0.00019805,             0.00019805,             0.00019805
                     64,                 1.2737,                 1.0008,                 1.1297,                0.65764,                0.64765,                0.67542,                0.41929,                 1.7107,                 1.1535,                 1.3162,              0.0001931,              0.0001931,              0.0001931
                     65,                 1.2612,                0.98936,                 1.1405,                0.71908,                0.62802,                0.66318,                0.41087,                 1.6986,                 1.1164,                 1.3127,             0.00018815,             0.00018815,             0.00018815
                     66,                 1.2506,                0.98811,                 1.1459,                0.63833,                0.67441,                0.68296,                0.42409,                 1.6875,                 1.1364,                 1.3048,              0.0001832,              0.0001832,              0.0001832
                     67,                 1.2684,                0.98007,                 1.1455,                0.76365,                 0.6187,                0.66597,                0.41653,                 1.6929,                 1.1357,                 1.2921,             0.00017825,             0.00017825,             0.00017825
                     68,                 1.2642,                0.97341,                 1.1423,                0.73016,                0.64414,                0.66938,                0.41763,                  1.682,                 1.1135,                    1.3,              0.0001733,              0.0001733,              0.0001733
                     69,                 1.2692,                0.97747,                 1.1442,                0.74068,                0.64896,                0.65992,                0.41441,                 1.6964,                 1.1302,                 1.3043,             0.00016835,             0.00016835,             0.00016835
                     70,                 1.2599,                0.95254,                 1.1191,                0.70478,                 0.6654,                0.67157,                0.42223,                 1.6974,                 1.1139,                 1.3052,              0.0001634,              0.0001634,              0.0001634
                     71,                 1.2515,                0.94795,                 1.1202,                0.69715,                0.66522,                0.67794,                 0.4211,                  1.701,                 1.1221,                 1.3018,             0.00015845,             0.00015845,             0.00015845
                     72,                 1.2457,                0.95222,                 1.1142,                0.75648,                0.63263,                0.68805,                 0.4285,                 1.7005,                 1.1335,                 1.3088,              0.0001535,              0.0001535,              0.0001535
                     73,                 1.2517,                 0.9642,                 1.1631,                0.79561,                 0.5835,                0.67253,                0.42549,                 1.7138,                 1.1253,                 1.3096,             0.00014855,             0.00014855,             0.00014855
                     74,                  1.255,                0.94441,                 1.1192,                0.75197,                 0.6381,                0.67917,                0.43354,                 1.6955,                 1.1092,                 1.2989,              0.0001436,              0.0001436,              0.0001436
                     75,                 1.2201,                0.91623,                 1.1142,                0.76125,                0.63757,                0.68425,                0.43632,                 1.6894,                 1.0831,                 1.2961,             0.00013865,             0.00013865,             0.00013865
                     76,                 1.2356,                0.91623,                 1.1062,                0.75504,                0.67169,                0.69206,                 0.4362,                 1.6992,                  1.081,                 1.3008,              0.0001337,              0.0001337,              0.0001337
                     77,                 1.2087,                0.90218,                 1.1103,                0.75926,                0.63884,                0.68118,                0.43424,                 1.6903,                 1.0838,                 1.2871,             0.00012875,             0.00012875,             0.00012875
                     78,                 1.2184,                0.91913,                 1.1083,                0.74614,                0.63637,                 0.6832,                 0.4358,                 1.6918,                 1.0986,                 1.3014,              0.0001238,              0.0001238,              0.0001238
                     79,                 1.2143,                0.91613,                 1.1186,                0.68407,                0.65293,                0.68622,                0.42852,                 1.7062,                 1.1006,                 1.3075,             0.00011885,             0.00011885,             0.00011885
                     80,                 1.2512,                0.94456,                 1.1116,                0.68051,                0.64601,                0.68644,                  0.435,                 1.6991,                 1.1085,                 1.3073,              0.0001139,              0.0001139,              0.0001139
                     81,                 1.2269,                0.92236,                 1.1075,                0.74334,                0.64362,                0.68098,                0.43354,                 1.6921,                  1.099,                 1.3054,             0.00010895,             0.00010895,             0.00010895
                     82,                  1.184,                0.88999,                 1.1108,                0.76114,                0.63689,                0.67734,                0.43072,                 1.6842,                 1.0879,                 1.2998,               0.000104,               0.000104,               0.000104
                     83,                 1.2019,                0.90302,                 1.1153,                0.75251,                0.62703,                0.67521,                0.42719,                 1.6886,                 1.0916,                 1.2965,              9.905e-05,              9.905e-05,              9.905e-05
                     84,                 1.2355,                0.92223,                 1.1391,                0.71053,                0.60602,                0.68527,                0.43524,                 1.6934,                 1.1031,                  1.303,               9.41e-05,               9.41e-05,               9.41e-05
                     85,                 1.2161,                0.90915,                 1.1127,                0.75735,                0.62008,                0.67612,                0.42549,                 1.6905,                  1.104,                 1.3008,              8.915e-05,              8.915e-05,              8.915e-05
                     86,                  1.219,                0.91531,                 1.1107,                0.77445,                0.61632,                0.67603,                0.41855,                 1.6815,                  1.076,                 1.2954,               8.42e-05,               8.42e-05,               8.42e-05
                     87,                 1.1965,                0.87073,                 1.0966,                0.80102,                0.61155,                0.69182,                0.43454,                 1.6839,                  1.081,                  1.291,              7.925e-05,              7.925e-05,              7.925e-05
                     88,                 1.2296,                0.89904,                 1.1019,                0.70945,                0.61626,                0.67413,                0.42772,                 1.6912,                 1.0886,                 1.2955,               7.43e-05,               7.43e-05,               7.43e-05
                     89,                 1.2184,                0.91163,                 1.1161,                0.68732,                0.62352,                0.67952,                0.42817,                 1.6922,                 1.0909,                 1.3012,              6.935e-05,              6.935e-05,              6.935e-05
                     90,                 1.2242,                0.88608,                 1.0997,                0.65591,                0.67419,                0.68149,                0.42912,                 1.6987,                 1.0812,                 1.3055,               6.44e-05,               6.44e-05,               6.44e-05
                     91,                 1.2391,                0.91238,                 1.1223,                0.70007,                0.63996,                0.69009,                0.43046,                 1.7179,                 1.0909,                 1.3171,              5.945e-05,              5.945e-05,              5.945e-05
                     92,                 1.2176,                0.88013,                 1.1094,                0.71411,                0.66141,                0.68591,                0.42668,                 1.7114,                 1.1034,                 1.3099,               5.45e-05,               5.45e-05,               5.45e-05
                     93,                 1.2285,                0.88055,                  1.125,                0.70163,                0.66786,                0.68446,                0.42997,                 1.6984,                 1.1041,                 1.3051,              4.955e-05,              4.955e-05,              4.955e-05
                     94,                 1.2334,                0.86304,                 1.1329,                0.72373,                0.63585,                0.68253,                0.42883,                 1.6999,                 1.0964,                 1.3083,               4.46e-05,               4.46e-05,               4.46e-05
                     95,                 1.2172,                 0.8498,                 1.1074,                0.71737,                0.63208,                0.69411,                0.43256,                 1.7007,                 1.1006,                 1.3034,              3.965e-05,              3.965e-05,              3.965e-05
                     96,                 1.2239,                0.84486,                 1.1234,                0.64601,                0.70052,                0.70053,                0.43543,                 1.6933,                 1.0904,                 1.2963,               3.47e-05,               3.47e-05,               3.47e-05
                     97,                 1.2031,                0.83793,                 1.1146,                0.66448,                0.67893,                0.69982,                0.43824,                 1.6931,                 1.0816,                 1.2958,              2.975e-05,              2.975e-05,              2.975e-05
                     98,                 1.1973,                0.82477,                 1.1113,                0.74332,                0.62638,                0.69955,                0.43979,                 1.6923,                 1.0775,                 1.2957,               2.48e-05,               2.48e-05,               2.48e-05
                     99,                 1.1988,                0.81667,                 1.0884,                 0.7322,                0.64374,                0.69611,                0.43514,                 1.6928,                  1.078,                 1.2979,              1.985e-05,              1.985e-05,              1.985e-05
                    100,                 1.1865,                 0.8074,                 1.1015,                0.72974,                0.66131,                0.69545,                0.43414,                 1.6913,                 1.0774,                 1.2986,               1.49e-05,               1.49e-05,               1.49e-05
