                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.6121,                 1.7608,                 1.0187,                0.72653,                0.31174,                0.39092,                0.23009,                 1.5588,                 2.0176,                0.98976,             0.00037625,             0.00037625,             0.00037625
                     27,                 1.5918,                  1.765,                 1.0083,                0.76145,                0.30911,                   0.41,                0.24003,                 1.5582,                  1.934,                0.98811,             0.00037625,             0.00037625,             0.00037625
                     28,                 1.5963,                 1.6761,                 1.0169,                0.63456,                0.33672,                0.42887,                 0.2522,                 1.5172,                 1.8096,                0.97884,              0.0003713,              0.0003713,              0.0003713
                     29,                 1.6274,                 1.6523,                 1.0101,                0.61192,                0.37092,                0.46068,                0.27751,                 1.4731,                 1.6739,                0.97049,             0.00036635,             0.00036635,             0.00036635
                     30,                 1.5607,                 1.6014,                 1.0101,                  0.626,                0.40464,                0.48145,                0.29967,                 1.4414,                  1.579,                0.96346,              0.0003614,              0.0003614,              0.0003614
                     31,                 1.6056,                 1.5687,                 1.0223,                0.67928,                0.42291,                0.50368,                0.31336,                 1.4338,                 1.5133,                0.96405,             0.00035645,             0.00035645,             0.00035645
                     32,                 1.5778,                 1.5608,                0.99063,                0.72283,                0.41323,                0.52637,                0.33084,                 1.4333,                 1.4873,                0.96591,              0.0003515,              0.0003515,              0.0003515
                     33,                 1.5358,                 1.4849,                0.99908,                0.71974,                0.41426,                0.54099,                0.33949,                  1.437,                 1.4619,                0.96785,             0.00034655,             0.00034655,             0.00034655
                     34,                 1.6115,                 1.5291,                0.99052,                 0.7266,                 0.4197,                0.56295,                0.35838,                 1.4538,                 1.4283,                0.97135,              0.0003416,              0.0003416,              0.0003416
                     35,                 1.5302,                 1.4137,                0.99481,                0.53931,                0.47503,                0.57513,                0.36901,                 1.4353,                 1.4046,                0.96897,             0.00033665,             0.00033665,             0.00033665
                     36,                 1.4825,                 1.3773,                0.97379,                0.55545,                0.50534,                0.59153,                0.38341,                 1.4182,                 1.4007,                 0.9635,              0.0003317,              0.0003317,              0.0003317
                     37,                 1.4782,                 1.3482,                 0.9883,                 0.6714,                0.52626,                0.60886,                 0.3975,                 1.3966,                 1.3544,                0.95842,             0.00032675,             0.00032675,             0.00032675
                     38,                 1.4521,                 1.2991,                0.98156,                0.72665,                0.51457,                0.62775,                0.40988,                 1.3701,                 1.3286,                0.94979,              0.0003218,              0.0003218,              0.0003218
                     39,                 1.4826,                 1.2765,                0.98428,                0.73069,                  0.526,                0.64461,                0.41869,                 1.3643,                 1.3051,                0.94939,             0.00031685,             0.00031685,             0.00031685
                     40,                 1.4551,                 1.2648,                0.97518,                 0.6108,                0.54534,                0.65313,                0.42185,                 1.3763,                 1.2775,                0.95214,              0.0003119,              0.0003119,              0.0003119
                     41,                 1.4392,                 1.2618,                0.98271,                  0.589,                0.58007,                0.66267,                0.42907,                 1.3635,                 1.2346,                0.95209,             0.00030695,             0.00030695,             0.00030695
                     42,                 1.4549,                 1.2465,                0.98804,                0.79987,                0.53274,                0.68133,                0.44624,                 1.3542,                 1.2017,                0.95626,               0.000302,               0.000302,               0.000302
                     43,                  1.382,                 1.1638,                0.97027,                0.80068,                0.54697,                0.68971,                0.45447,                 1.3455,                  1.175,                0.95631,             0.00029705,             0.00029705,             0.00029705
                     44,                 1.4759,                 1.2295,                0.98707,                0.75563,                0.56029,                0.69906,                 0.4622,                 1.3476,                 1.1525,                0.95608,              0.0002921,              0.0002921,              0.0002921
                     45,                 1.4197,                 1.1705,                0.96944,                 0.7527,                 0.5932,                0.69954,                0.46461,                 1.3361,                 1.1294,                0.95451,             0.00028715,             0.00028715,             0.00028715
                     46,                 1.4598,                 1.1863,                0.97174,                0.74072,                0.59496,                 0.6998,                0.45972,                 1.3437,                 1.1292,                0.95592,              0.0002822,              0.0002822,              0.0002822
                     47,                 1.3952,                 1.1361,                0.96479,                0.79203,                0.56778,                0.70475,                0.46651,                 1.3406,                 1.1345,                0.95101,             0.00027725,             0.00027725,             0.00027725
                     48,                 1.4238,                 1.1532,                0.96769,                0.81403,                0.56889,                0.72705,                0.48604,                  1.321,                 1.1284,                0.94321,              0.0002723,              0.0002723,              0.0002723
                     49,                 1.3591,                  1.125,                0.96014,                0.81886,                0.57966,                0.74748,                0.50008,                 1.3041,                 1.1045,                0.93862,             0.00026735,             0.00026735,             0.00026735
                     50,                 1.3739,                  1.091,                0.95734,                0.86534,                0.55419,                0.76201,                0.50895,                 1.3031,                 1.0752,                0.93632,              0.0002624,              0.0002624,              0.0002624
                     51,                  1.381,                 1.1448,                0.96651,                0.85266,                0.59665,                0.77156,                0.51061,                 1.3139,                 1.0697,                0.93503,             0.00025745,             0.00025745,             0.00025745
                     52,                 1.3713,                 1.0682,                0.96487,                0.85703,                0.60514,                0.78003,                0.51936,                 1.3148,                 1.0627,                0.93577,              0.0002525,              0.0002525,              0.0002525
                     53,                  1.327,                 1.0294,                0.96175,                 0.8423,                 0.6587,                 0.7966,                0.53029,                 1.3061,                 1.0365,                0.93599,             0.00024755,             0.00024755,             0.00024755
                     54,                 1.3562,                  1.068,                0.97265,                0.83268,                0.68544,                0.80501,                0.53303,                 1.3028,                 1.0328,                0.93931,              0.0002426,              0.0002426,              0.0002426
                     55,                 1.3779,                 1.0991,                0.96759,                0.87366,                0.67343,                0.80229,                0.54024,                 1.2975,                 1.0281,                0.94311,             0.00023765,             0.00023765,             0.00023765
                     56,                 1.3326,                 1.0137,                0.96154,                0.87624,                0.67928,                0.80911,                0.54713,                  1.284,                 1.0233,                0.94031,              0.0002327,              0.0002327,              0.0002327
                     57,                  1.373,                 1.0638,                0.98126,                0.86361,                0.68888,                0.81195,                0.54383,                 1.2837,                 1.0156,                0.93934,             0.00022775,             0.00022775,             0.00022775
                     58,                 1.3568,                 1.0516,                0.96922,                0.86793,                0.69911,                0.81539,                0.54619,                 1.2849,                 1.0092,                0.93809,              0.0002228,              0.0002228,              0.0002228
                     59,                 1.3528,                 1.0272,                 0.9599,                0.85879,                 0.7009,                0.81204,                0.54088,                 1.2852,                 1.0067,                0.93485,             0.00021785,             0.00021785,             0.00021785
                     60,                  1.343,                 1.0443,                0.95051,                0.86176,                0.70758,                0.81064,                0.53757,                 1.2824,                 1.0094,                 0.9325,              0.0002129,              0.0002129,              0.0002129
                     61,                 1.3274,                 1.0092,                0.95255,                0.86117,                0.71752,                0.81241,                0.53496,                 1.2762,                 1.0011,                0.93044,             0.00020795,             0.00020795,             0.00020795
                     62,                 1.3651,                 1.0314,                0.95895,                0.86568,                0.71142,                0.82142,                0.54212,                 1.2715,                0.99088,                 0.9298,               0.000203,               0.000203,               0.000203
                     63,                 1.2872,                 1.0057,                0.93544,                0.88175,                0.70165,                0.82235,                0.54737,                 1.2664,                0.98384,                0.92883,             0.00019805,             0.00019805,             0.00019805
                     64,                 1.3205,                0.99918,                0.94453,                0.88493,                0.70473,                0.83166,                0.55021,                 1.2656,                0.98394,                0.92934,              0.0001931,              0.0001931,              0.0001931
                     65,                  1.321,                 1.0096,                 0.9613,                0.86661,                0.70968,                0.83184,                 0.5578,                 1.2646,                0.97845,                0.92866,             0.00018815,             0.00018815,             0.00018815
                     66,                 1.3346,                 1.0064,                0.95272,                0.87711,                 0.6955,                 0.8343,                0.56698,                 1.2611,                0.96286,                0.92691,              0.0001832,              0.0001832,              0.0001832
                     67,                 1.2938,                0.95507,                0.93843,                0.87198,                0.70334,                0.84129,                 0.5678,                 1.2527,                0.94548,                0.92501,             0.00017825,             0.00017825,             0.00017825
                     68,                 1.2835,                 0.9664,                0.93756,                0.87902,                0.71881,                0.84113,                0.56707,                 1.2507,                0.93439,                0.92151,              0.0001733,              0.0001733,              0.0001733
                     69,                 1.2986,                0.96233,                0.95341,                0.86598,                0.72978,                0.84122,                0.56839,                 1.2471,                0.91933,                0.91981,             0.00016835,             0.00016835,             0.00016835
                     70,                  1.267,                0.94922,                0.93482,                0.87601,                0.74655,                0.84038,                0.56314,                 1.2488,                0.90685,                0.91963,              0.0001634,              0.0001634,              0.0001634
                     71,                 1.2323,                0.90192,                0.93327,                0.88957,                0.74003,                 0.8419,                0.56298,                  1.247,                0.89597,                0.91955,             0.00015845,             0.00015845,             0.00015845
                     72,                 1.2657,                0.91835,                0.94886,                0.88686,                0.74126,                0.84389,                0.56214,                 1.2468,                0.88822,                0.92024,              0.0001535,              0.0001535,              0.0001535
                     73,                 1.2614,                0.95036,                0.94206,                0.87957,                 0.7398,                0.84297,                0.56266,                  1.245,                0.88158,                0.92157,             0.00014855,             0.00014855,             0.00014855
                     74,                 1.2949,                0.94138,                 0.9405,                0.88257,                0.72671,                0.84294,                0.56592,                 1.2464,                0.88107,                0.92288,              0.0001436,              0.0001436,              0.0001436
                     75,                 1.2626,                 0.9265,                0.92753,                0.88365,                0.73506,                0.84047,                0.56558,                 1.2457,                0.88398,                0.92404,             0.00013865,             0.00013865,             0.00013865
                     76,                 1.2538,                0.94995,                0.94277,                0.88223,                0.74021,                0.84474,                0.56609,                 1.2403,                0.88448,                0.92414,              0.0001337,              0.0001337,              0.0001337
                     77,                  1.263,                0.93407,                0.93731,                0.88212,                0.74321,                0.84696,                0.56656,                 1.2372,                0.88088,                0.92274,             0.00012875,             0.00012875,             0.00012875
                     78,                 1.2737,                0.92182,                0.94412,                0.87129,                 0.7485,                 0.8523,                0.56644,                 1.2307,                0.86902,                0.92116,              0.0001238,              0.0001238,              0.0001238
                     79,                 1.3068,                0.93345,                0.95481,                0.86503,                0.75279,                0.85483,                0.57264,                 1.2235,                0.85638,                0.91846,             0.00011885,             0.00011885,             0.00011885
                     80,                 1.2732,                0.92094,                0.93249,                0.85454,                0.76674,                0.86048,                 0.5803,                 1.2199,                0.84858,                0.91672,              0.0001139,              0.0001139,              0.0001139
                     81,                  1.271,                0.92595,                0.93571,                0.85014,                0.75673,                0.85736,                0.58151,                 1.2195,                0.83966,                0.91547,             0.00010895,             0.00010895,             0.00010895
                     82,                 1.2557,                0.91353,                 0.9326,                0.91231,                 0.7201,                0.85563,                0.57815,                 1.2225,                0.83369,                0.91557,               0.000104,               0.000104,               0.000104
                     83,                 1.2439,                0.88565,                0.93054,                0.90494,                0.73652,                0.85749,                0.57689,                 1.2227,                0.83013,                0.91526,              9.905e-05,              9.905e-05,              9.905e-05
                     84,                 1.2658,                0.92451,                0.93695,                0.90137,                0.74396,                0.85813,                0.57763,                 1.2205,                0.82796,                0.91578,               9.41e-05,               9.41e-05,               9.41e-05
                     85,                 1.2524,                  0.886,                0.93708,                0.90597,                0.74066,                0.85136,                  0.578,                 1.2163,                0.82787,                0.91482,              8.915e-05,              8.915e-05,              8.915e-05
                     86,                 1.2448,                0.89105,                   0.93,                0.90531,                0.74588,                0.85289,                0.57988,                 1.2121,                0.82431,                0.91379,               8.42e-05,               8.42e-05,               8.42e-05
                     87,                 1.2895,                0.92839,                0.94442,                0.89508,                0.76433,                0.86256,                0.58227,                 1.2071,                0.81724,                0.91277,              7.925e-05,              7.925e-05,              7.925e-05
                     88,                 1.2878,                0.90369,                0.93334,                0.88915,                0.76856,                0.86449,                0.58828,                 1.2058,                0.81207,                0.91265,               7.43e-05,               7.43e-05,               7.43e-05
                     89,                 1.2475,                0.90268,                0.92737,                0.88949,                0.76681,                 0.8674,                0.59375,                 1.2036,                0.81139,                0.91255,              6.935e-05,              6.935e-05,              6.935e-05
                     90,                 1.3005,                0.91716,                0.94269,                0.89668,                0.77353,                0.86912,                0.58795,                 1.1978,                0.80671,                0.91172,               6.44e-05,               6.44e-05,               6.44e-05
                     91,                 1.2398,                  1.097,                0.94232,                0.88846,                0.76692,                0.86552,                0.58521,                    1.2,                0.79901,                0.91232,              5.945e-05,              5.945e-05,              5.945e-05
                     92,                 1.2476,                 1.1099,                0.94591,                0.89989,                0.76425,                0.86419,                0.58417,                  1.197,                0.79833,                0.91232,               5.45e-05,               5.45e-05,               5.45e-05
                     93,                 1.2158,                 1.0513,                0.93752,                0.88618,                0.75844,                0.85997,                0.58203,                 1.1962,                0.79522,                0.91256,              4.955e-05,              4.955e-05,              4.955e-05
                     94,                 1.2341,                0.99707,                0.95091,                0.78457,                0.77584,                0.86208,                0.58212,                 1.1952,                0.79781,                0.91256,               4.46e-05,               4.46e-05,               4.46e-05
                     95,                 1.2327,                 1.0082,                0.94506,                0.78128,                0.77151,                0.85272,                0.58101,                 1.1962,                0.80053,                0.91255,              3.965e-05,              3.965e-05,              3.965e-05
                     96,                 1.2233,                 0.9783,                0.94676,                0.78479,                0.77019,                0.85432,                0.58107,                 1.1956,                 0.8025,                0.91264,               3.47e-05,               3.47e-05,               3.47e-05
                     97,                 1.2482,                0.96838,                0.95386,                0.78297,                0.77122,                0.85114,                0.58056,                 1.1959,                0.80521,                0.91279,              2.975e-05,              2.975e-05,              2.975e-05
                     98,                 1.2342,                0.92095,                0.94614,                0.78754,                0.77077,                0.85397,                0.58186,                 1.1978,                0.80676,                0.91336,               2.48e-05,               2.48e-05,               2.48e-05
                     99,                 1.2312,                0.92021,                  0.946,                0.78717,                0.77132,                0.85476,                0.58195,                 1.1968,                0.80869,                0.91334,              1.985e-05,              1.985e-05,              1.985e-05
                    100,                  1.207,                0.89838,                0.94961,                0.78528,                0.77054,                 0.8533,                 0.5799,                 1.1967,                0.80944,                0.91322,               1.49e-05,               1.49e-05,               1.49e-05
